provincia,id,localidad,cp,id_prov_mstr
18623,SAN HILARIO,6212,42
7226,SAN HUMBERTO,6325,42
7105,SAN IGNACIO,6360,42
18647,SAN FRANCISCO DE LA RAMADA,6323,42
18668,SAN JOAQUIN,6341,42
7107,SAN JOAQUIN,6360,42
7235,SAN JOAQUIN METILEO,6367,42
6856,SAN JOSE,6228,42
6906,SAN JOSE,6313,42
7082,SAN JOSE,6321,42
6809,SAN JOSE,6354,42
7108,SAN JOSE,6360,42
7106,SAN ILDEFONSO,6365,42
6812,SAN MANUEL,6352,42
6763,SAN JOSE  ANGUIL,6326,42
6810,SAN JUAN,6354,42
7007,SAN JUAN,8212,42
7196,SAN JUAN SIMSON,6212,42
6811,SAN JUSTO,6330,42
7179,SAN MARCELO,6214,42
7146,SAN MIGUEL,6331,42
6956,SAN MIGUEL,8212,42
6813,SAN PEDRO,6330,42
6728,SAN PEDRO ROLON,6305,42
7081,SAN FRANCISCO,6319,42
6907,SAN RAMON,6383,42
6929,SAN ROBERTO,8201,42
18529,SAN JOSE,8204,42
18528,SAN FERNANDO,8204,42
6740,SALINAS GRANDES  ANZOATEGUI,8138,42
18325,SAN ERNESTO,8203,42
6806,QUINTANA,6352,42
7122,SAN SALVADOR,8201,42
7225,RAMON QUINTAS,6303,42
6855,RAMON SEGUNDO,6228,42
7177,RANCUL,6214,42
7195,REALICO,6200,42
7145,RELMO,6331,42
6954,REMECO,6311,42
7004,REMECO,8212,42
18353,RICARDO LAVALLE,6312,42
6725,ROLON,6305,42
7102,RUCAHUE,6331,42
6905,RUCANELO,6381,42
18694,SALINAS,8138,42
6726,SALINAS GRANDES HIDALGO,6305,42
6955,SALINAS MARI MANUEL,6309,42
7103,SAN ALBERTO,6331,42
6807,SAN ANDRES,6354,42
18324,SAN ANTONIO,8203,42
7005,SAN AQUILINO,8212,42
7178,SAN BASILIO,6214,42
7104,SAN BENITO,6331,42
18527,SAN BERNARDO,8204,42
6762,SAN CARLOS,6326,42
7006,SAN DIEGO,8212,42
6808,SAN EDUARDO,6330,42
7080,SAN EMILIO,6321,42
6727,SAN FELIPE,6305,42
18326,SAN SIMON,8200,42
7011,TRES NACIONES,8212,42
6957,SANTA ANA,6309,42
6861,TRES LAGUNAS,6228,42
7012,TRIBULUCI,8212,42
7149,TRILI,6365,42
7013,TRUBULUCO,8212,42
18588,TTE GRAL EMILIO MITRE,6381,42
7289,UNANUE,8214,42
6814,URIBURU,6354,42
7290,UTRACAN,8203,42
6732,VALLE ARGENTINO,6307,42
7291,VALLE ARGENTINO,8200,42
7292,VALLE DAZA,8200,42
6862,VERTIZ,6365,42
7084,VICTORICA,6319,42
7014,VILLA ALBA,8206,42
7015,VILLA MENCUELLE,8208,42
7150,VILLA MIRASOL,6315,42
7151,VILLA SAN JOSE,6315,42
6829,VISTA ALEGRE,6323,42
6909,WINIFREDA,6313,42
7152,ZONA RURAL,6331,42
7237,ZONA RURAL,6369,42
6910,ZONA RURAL  METILEO,6367,42
7153,ZONA RURAL DE MIRASOL,6315,42
6863,ZONA RURAL DE VERTIZ,6365,42
7113,ZONA RURAL DORILA,6365,42
6911,ZONA URBANA NORTE,6380,42
7286,QUIÑI MALAL,8200,42
7198,TRES HERMANOS QUETREQUEN,6212,42
6731,TRES HERMANOS MACACHIN,6307,42
7010,TRES BOTONES,8212,42
7236,TRENEL,6369,42
6858,SANTA AURELIA,6239,42
7109,SANTA CATALINA,6365,42
7287,SANTA CLARA,8214,42
7110,SANTA ELENA,6360,42
18327,SANTA ELENA,8201,42
7147,SANTA ELVIRA,6333,42
6859,SANTA FELICITAS,6220,42
7197,SANTA GRACIA,6212,42
7111,SANTA INES,6360,42
6828,SANTA ISABEL,6323,42
7288,SANTA MARIA,8214,42
6764,SANTA ROSA,6300,42
18704,SANTA STELLA,6305,42
6857,SAN URBANO,6228,42
7227,SANTIAGO ORELLANO,6325,42
6729,SANTO TOMAS,6307,42
6860,SARAH,6228,42
6908,SECCION PRIMERA CONHELLO,6383,42
7021,SIERRAS DE LIHUEL CALEL,8200,42
7148,SOL DE MAYO,6333,42
7112,SPELUZZI,6365,42
7228,TA HUILCO,6303,42
7083,TELEN,6321,42
7229,TOAY,6303,42
6730,TOMAS M DE ANCHORENA,6301,42
7008,TRAICO,8206,42
7009,TRAICO GRANDE,8208,42
18405,TREBOLARES,6361,42
18328,SANTO DOMINGO,8203,42
7176,QUETREQUEN,6212,42
